category;governorate;hour;dayOfWeek;month;maxParticipants;success_level
CEREMONY;Zaghouan;9;5;7;113;MEDIUM
OTHER;Ben Arous;19;2;4;80;MEDIUM
OTHER;Nabeul;12;1;6;93;LOW
KARAOKE;Tozeur;19;6;10;44;MEDIUM
CINEMA;Siliana;21;2;5;68;MEDIUM
SPORT;Monastir;18;5;8;114;HIGH
CEREMONY;Beja;10;6;7;104;MEDIUM
CINEMA;Tunis;21;2;5;47;MEDIUM
OTHER;Monastir;18;5;12;24;HIGH
CINEMA;Sousse;21;6;10;71;HIGH
SPORT;Zaghouan;17;1;8;28;HIGH
CINEMA;Ariana;19;1;11;74;MEDIUM
OTHER;Monastir;20;0;4;72;MEDIUM
KARAOKE;Nabeul;22;4;9;25;MEDIUM
CINEMA;Nabeul;17;6;11;27;HIGH
CINEMA;Kairouan;20;5;12;21;HIGH
OTHER;Bizerte;11;0;1;43;LOW
OTHER;Monastir;18;6;11;69;HIGH
OTHER;Mahdia;17;6;10;66;MEDIUM
KARAOKE;Gafsa;19;5;12;56;MEDIUM
KARAOKE;Gafsa;22;2;3;25;LOW
OTHER;Kasserine;9;6;1;35;MEDIUM
SPORT;Jendouba;10;1;7;102;LOW
SPORT;Gabes;19;6;10;61;HIGH
SPORT;Sousse;8;2;3;46;MEDIUM
OTHER;Ben Arous;9;6;3;92;MEDIUM
OTHER;Zaghouan;21;5;10;54;MEDIUM
SPORT;Ben Arous;10;1;8;55;MEDIUM
OTHER;Bizerte;9;4;4;10;LOW
OTHER;Sidi Bouzid;16;0;4;97;LOW
OTHER;Monastir;10;4;2;28;MEDIUM
CEREMONY;Ariana;16;1;12;68;MEDIUM
SPORT;Bizerte;9;0;11;109;MEDIUM
CEREMONY;Sidi Bouzid;14;6;11;65;MEDIUM
SPORT;Manouba;17;6;12;106;HIGH
SPORT;Manouba;8;3;7;33;MEDIUM
CINEMA;Zaghouan;17;0;10;19;MEDIUM
CEREMONY;Nabeul;16;2;11;165;MEDIUM
CEREMONY;Beja;10;4;12;84;LOW
SPORT;Kef;17;1;7;68;MEDIUM
KARAOKE;Bizerte;22;0;11;21;MEDIUM
CEREMONY;Tataouine;16;6;5;163;MEDIUM
SPORT;Nabeul;19;6;5;42;HIGH
SPORT;Ben Arous;10;0;9;107;MEDIUM
CEREMONY;Tataouine;15;1;6;32;MEDIUM
OTHER;Gafsa;14;1;3;86;LOW
KARAOKE;Kasserine;19;0;10;22;MEDIUM
KARAOKE;Kairouan;21;6;2;57;HIGH
SPORT;Bizerte;18;5;10;96;HIGH
KARAOKE;Nabeul;22;3;1;59;MEDIUM
SPORT;Beja;16;0;3;55;MEDIUM
CINEMA;Sidi Bouzid;19;4;6;61;MEDIUM
CEREMONY;Kef;17;1;4;36;MEDIUM
KARAOKE;Ben Arous;19;0;3;40;HIGH
SPORT;Sidi Bouzid;8;2;10;40;MEDIUM
CEREMONY;Beja;15;3;5;45;MEDIUM
CINEMA;Medenine;21;0;8;25;HIGH
CEREMONY;Sidi Bouzid;17;4;1;135;MEDIUM
CINEMA;Nabeul;18;6;5;28;HIGH
KARAOKE;Siliana;20;6;3;53;MEDIUM
SPORT;Beja;18;5;5;24;HIGH
CINEMA;Ariana;17;0;10;61;MEDIUM
CEREMONY;Monastir;15;6;11;145;HIGH
KARAOKE;Sidi Bouzid;20;4;2;33;MEDIUM
CEREMONY;Gabes;16;6;6;125;HIGH
KARAOKE;Sidi Bouzid;19;1;5;40;MEDIUM
SPORT;Nabeul;19;6;5;79;HIGH
CEREMONY;Tunis;9;0;9;45;MEDIUM
SPORT;Mahdia;8;0;4;23;MEDIUM
CEREMONY;Sfax;10;0;8;132;MEDIUM
KARAOKE;Ben Arous;21;1;7;43;HIGH
SPORT;Sfax;8;4;2;113;MEDIUM
KARAOKE;Sousse;18;1;10;11;HIGH
SPORT;Siliana;18;0;8;30;HIGH
CINEMA;Mahdia;17;3;8;28;HIGH
CINEMA;Ariana;20;5;4;57;HIGH
SPORT;Ariana;19;6;5;66;HIGH
OTHER;Jendouba;16;2;4;61;LOW
CINEMA;Manouba;18;0;1;70;MEDIUM
CINEMA;Kairouan;21;6;9;60;HIGH
CEREMONY;Sidi Bouzid;16;3;10;94;LOW
CEREMONY;Tunis;10;0;9;31;MEDIUM
KARAOKE;Bizerte;19;4;7;20;HIGH
CEREMONY;Jendouba;17;3;7;141;MEDIUM
CINEMA;Ben Arous;19;4;2;45;MEDIUM
CINEMA;Tozeur;20;0;1;22;MEDIUM
KARAOKE;Kasserine;21;3;2;29;MEDIUM
KARAOKE;Tataouine;22;0;2;60;LOW
SPORT;Ariana;16;4;8;105;MEDIUM
CEREMONY;Manouba;11;0;1;197;LOW
KARAOKE;Gabes;19;4;9;14;MEDIUM
OTHER;Tozeur;20;5;12;44;MEDIUM
OTHER;Tunis;14;1;11;100;LOW
SPORT;Siliana;19;1;1;52;MEDIUM
OTHER;Medenine;17;0;10;48;MEDIUM
OTHER;Monastir;15;6;10;77;MEDIUM
CEREMONY;Tataouine;10;5;2;80;MEDIUM
CEREMONY;Gabes;14;5;2;136;MEDIUM
CEREMONY;Medenine;15;5;5;56;HIGH
CEREMONY;Kasserine;9;1;4;154;LOW
KARAOKE;Ariana;21;3;10;27;HIGH
CINEMA;Beja;18;6;6;70;HIGH
CINEMA;Bizerte;21;5;10;52;HIGH
OTHER;Gabes;10;4;8;11;MEDIUM
SPORT;Tozeur;19;2;3;75;MEDIUM
CINEMA;Tunis;18;3;1;80;MEDIUM
CEREMONY;Sfax;17;1;2;52;HIGH
CEREMONY;Ariana;17;1;11;200;MEDIUM
SPORT;Tataouine;19;5;11;53;HIGH
SPORT;Sfax;19;0;4;67;HIGH
OTHER;Gabes;17;4;9;84;LOW
CEREMONY;Nabeul;9;0;8;35;HIGH
OTHER;Mahdia;19;4;5;94;LOW
OTHER;Tunis;10;4;7;43;MEDIUM
KARAOKE;Sfax;19;1;2;38;HIGH
KARAOKE;Mahdia;22;5;4;46;MEDIUM
CEREMONY;Mahdia;11;3;1;168;LOW
CINEMA;Ariana;17;2;9;20;HIGH
CEREMONY;Monastir;11;3;11;53;MEDIUM
CINEMA;Bizerte;20;4;2;53;MEDIUM
OTHER;Kasserine;10;6;11;95;LOW
SPORT;Zaghouan;17;3;11;95;MEDIUM
KARAOKE;Zaghouan;22;5;7;45;MEDIUM
OTHER;Nabeul;16;5;7;84;MEDIUM
CEREMONY;Gafsa;16;0;5;41;MEDIUM
OTHER;Kairouan;12;5;2;43;MEDIUM
SPORT;Gabes;16;0;6;74;MEDIUM
SPORT;Monastir;17;5;4;42;HIGH
CEREMONY;Kef;16;6;12;171;MEDIUM
OTHER;Beja;14;5;7;55;MEDIUM
SPORT;Sousse;17;6;11;105;HIGH
CEREMONY;Zaghouan;11;5;1;184;LOW
CEREMONY;Tozeur;16;2;10;126;LOW
CEREMONY;Sfax;10;5;5;186;MEDIUM
CEREMONY;Tunis;11;3;9;109;MEDIUM
CINEMA;Ben Arous;20;0;3;58;MEDIUM
SPORT;Kasserine;9;1;6;94;LOW
CINEMA;Tataouine;20;2;9;31;MEDIUM
SPORT;Mahdia;17;6;4;54;HIGH
OTHER;Kasserine;17;5;9;39;MEDIUM
OTHER;Ariana;15;1;5;60;MEDIUM
CEREMONY;Nabeul;17;4;8;184;MEDIUM
OTHER;Ben Arous;15;0;10;18;MEDIUM
SPORT;Kef;8;1;2;95;LOW
CINEMA;Kairouan;21;5;3;41;HIGH
CEREMONY;Manouba;10;1;8;134;MEDIUM
SPORT;Siliana;9;1;1;52;LOW
KARAOKE;Sfax;22;0;7;31;MEDIUM
SPORT;Zaghouan;10;2;5;83;LOW
CINEMA;Jendouba;17;4;2;69;MEDIUM
KARAOKE;Tataouine;18;6;4;54;MEDIUM
KARAOKE;Jendouba;18;6;10;36;HIGH
CEREMONY;Ben Arous;14;6;12;153;MEDIUM
SPORT;Mahdia;9;5;5;96;MEDIUM
OTHER;Gabes;21;4;11;15;MEDIUM
OTHER;Sfax;20;0;7;69;MEDIUM
OTHER;Nabeul;10;2;2;66;LOW
KARAOKE;Sidi Bouzid;22;6;2;60;MEDIUM
CINEMA;Siliana;21;1;7;63;MEDIUM
KARAOKE;Sfax;21;4;11;44;MEDIUM
OTHER;Beja;20;4;7;99;LOW
OTHER;Sfax;16;2;9;58;MEDIUM
OTHER;Kef;20;6;2;51;MEDIUM
KARAOKE;Gabes;20;2;11;13;MEDIUM
SPORT;Manouba;17;1;12;96;MEDIUM
CINEMA;Ariana;20;2;4;63;MEDIUM
SPORT;Kairouan;8;0;8;30;MEDIUM
CEREMONY;Gafsa;16;0;4;182;LOW
OTHER;Sfax;21;3;4;63;MEDIUM
KARAOKE;Beja;21;5;11;18;HIGH
SPORT;Mahdia;17;2;6;67;HIGH
OTHER;Ariana;15;3;1;16;MEDIUM
SPORT;Medenine;18;5;10;58;HIGH
CINEMA;Kef;21;4;5;37;MEDIUM
SPORT;Kef;16;3;11;55;MEDIUM
OTHER;Medenine;15;3;8;62;MEDIUM
SPORT;Siliana;19;3;5;40;MEDIUM
SPORT;Kef;10;3;6;82;LOW
CEREMONY;Siliana;15;0;10;145;LOW
KARAOKE;Siliana;19;1;9;48;MEDIUM
SPORT;Sidi Bouzid;9;1;6;53;MEDIUM
CEREMONY;Kasserine;17;1;11;77;MEDIUM
CEREMONY;Siliana;16;2;1;57;MEDIUM
CEREMONY;Tataouine;11;4;10;118;LOW
CINEMA;Ariana;17;5;11;69;HIGH
CINEMA;Zaghouan;17;1;3;52;MEDIUM
CINEMA;Sousse;20;3;12;75;MEDIUM
KARAOKE;Kasserine;19;6;6;49;HIGH
SPORT;Kasserine;8;0;2;42;LOW
KARAOKE;Tozeur;18;0;6;42;MEDIUM
KARAOKE;Sfax;22;5;7;13;HIGH
SPORT;Sfax;8;0;8;95;MEDIUM
OTHER;Kasserine;16;5;8;81;MEDIUM
CINEMA;Bizerte;17;1;10;60;MEDIUM
CEREMONY;Tunis;17;2;8;64;HIGH
CEREMONY;Jendouba;17;1;11;138;MEDIUM
SPORT;Nabeul;18;0;3;26;HIGH
CINEMA;Mahdia;19;1;12;76;MEDIUM
KARAOKE;Beja;21;2;12;47;MEDIUM
CEREMONY;Sfax;9;3;9;119;MEDIUM
CINEMA;Kairouan;19;4;3;54;MEDIUM
CINEMA;Manouba;21;5;4;79;HIGH
KARAOKE;Jendouba;20;6;5;13;HIGH
SPORT;Gafsa;16;2;5;103;LOW
KARAOKE;Kef;21;2;12;19;MEDIUM
CINEMA;Ben Arous;17;1;4;34;HIGH
CEREMONY;Kef;17;4;10;155;LOW
OTHER;Kebili;10;3;8;60;LOW
CINEMA;Beja;19;5;11;36;HIGH
CEREMONY;Zaghouan;9;1;9;167;LOW
CEREMONY;Gafsa;10;6;2;151;LOW
KARAOKE;Tozeur;18;5;9;13;HIGH
SPORT;Medenine;19;3;4;25;HIGH
KARAOKE;Siliana;19;0;7;48;MEDIUM
CINEMA;Siliana;21;4;3;49;MEDIUM
OTHER;Beja;14;6;4;49;MEDIUM
SPORT;Ariana;19;6;12;120;HIGH
SPORT;Mahdia;8;5;7;76;HIGH
CEREMONY;Mahdia;11;4;2;138;LOW
KARAOKE;Zaghouan;20;2;5;52;MEDIUM
KARAOKE;Jendouba;20;3;1;44;MEDIUM
CINEMA;Sfax;19;5;2;75;HIGH
OTHER;Medenine;12;3;12;80;LOW
SPORT;Tunis;18;5;11;116;HIGH
KARAOKE;Beja;22;0;3;44;LOW
CEREMONY;Mahdia;15;5;5;167;MEDIUM
CEREMONY;Medenine;15;4;7;180;MEDIUM
OTHER;Mahdia;21;1;12;86;LOW
SPORT;Kef;10;3;10;109;LOW
CINEMA;Monastir;17;2;8;32;HIGH
KARAOKE;Kasserine;19;0;2;56;MEDIUM
OTHER;Sfax;20;3;12;42;MEDIUM
CINEMA;Jendouba;18;1;9;43;MEDIUM
OTHER;Sousse;11;4;4;40;MEDIUM
OTHER;Manouba;11;0;11;94;LOW
OTHER;Monastir;9;3;3;82;LOW
CINEMA;Zaghouan;21;6;9;21;HIGH
OTHER;Sfax;12;1;3;25;MEDIUM
SPORT;Manouba;8;1;4;42;MEDIUM
SPORT;Tunis;8;5;9;69;HIGH
CEREMONY;Sidi Bouzid;14;0;1;37;MEDIUM
OTHER;Tataouine;18;5;9;96;MEDIUM
CEREMONY;Tozeur;14;0;1;170;LOW
SPORT;Kef;9;2;7;31;MEDIUM
KARAOKE;Ariana;19;4;5;30;HIGH
CINEMA;Tataouine;17;4;9;21;MEDIUM
CEREMONY;Jendouba;14;6;9;194;MEDIUM
CINEMA;Bizerte;19;2;7;55;MEDIUM
SPORT;Ariana;8;1;12;118;MEDIUM
SPORT;Sousse;19;6;7;43;HIGH
SPORT;Kairouan;19;6;5;62;HIGH
OTHER;Kasserine;16;6;2;52;MEDIUM
SPORT;Tozeur;8;3;7;105;LOW
CEREMONY;Sidi Bouzid;11;0;2;33;MEDIUM
CEREMONY;Kairouan;11;6;2;53;MEDIUM
CINEMA;Kef;17;6;8;56;HIGH
SPORT;Kasserine;17;6;10;54;HIGH
OTHER;Monastir;9;4;10;11;MEDIUM
KARAOKE;Sfax;19;3;7;45;HIGH
CINEMA;Kef;21;1;7;66;MEDIUM
CINEMA;Kasserine;21;3;1;44;MEDIUM
OTHER;Sidi Bouzid;17;4;9;91;LOW
OTHER;Manouba;16;4;11;94;LOW
CEREMONY;Medenine;9;2;1;124;LOW
OTHER;Sidi Bouzid;11;2;8;19;LOW
OTHER;Sousse;15;0;12;86;LOW
CINEMA;Nabeul;17;0;3;70;MEDIUM
KARAOKE;Sousse;22;4;9;21;MEDIUM
CEREMONY;Tunis;11;0;9;31;MEDIUM
OTHER;Kairouan;11;0;8;56;LOW
KARAOKE;Mahdia;20;0;8;41;MEDIUM
CEREMONY;Kef;16;0;11;65;MEDIUM
CEREMONY;Kef;14;4;3;49;MEDIUM
SPORT;Sfax;18;6;11;90;HIGH
CINEMA;Jendouba;17;4;12;66;MEDIUM
CINEMA;Sidi Bouzid;19;1;3;33;MEDIUM
OTHER;Monastir;14;4;10;19;MEDIUM
CEREMONY;Ariana;17;5;5;123;HIGH
KARAOKE;Nabeul;18;6;9;32;HIGH
KARAOKE;Kairouan;21;6;1;30;HIGH
CEREMONY;Mahdia;10;0;10;66;MEDIUM
CINEMA;Kairouan;20;6;1;17;HIGH
SPORT;Ben Arous;18;3;4;110;MEDIUM
KARAOKE;Sidi Bouzid;20;0;8;20;MEDIUM
CINEMA;Nabeul;19;6;8;37;HIGH
OTHER;Zaghouan;17;4;6;45;MEDIUM
SPORT;Ariana;8;3;9;103;MEDIUM
OTHER;Zaghouan;11;5;5;67;LOW
CINEMA;Ben Arous;18;3;2;64;MEDIUM
OTHER;Kairouan;9;3;2;17;LOW
KARAOKE;Sfax;18;0;2;46;MEDIUM
KARAOKE;Tunis;22;1;8;16;MEDIUM
SPORT;Siliana;9;3;2;115;LOW
SPORT;Kebili;10;1;8;26;MEDIUM
OTHER;Nabeul;12;0;1;69;LOW
SPORT;Sidi Bouzid;17;2;11;21;HIGH
SPORT;Monastir;10;5;11;31;HIGH
OTHER;Gabes;21;2;9;51;MEDIUM
KARAOKE;Beja;19;6;10;43;MEDIUM
CEREMONY;Sidi Bouzid;15;4;10;84;LOW
CEREMONY;Kairouan;10;4;5;101;LOW
CEREMONY;Manouba;14;6;12;52;HIGH
OTHER;Kebili;17;1;8;35;MEDIUM
KARAOKE;Sfax;18;1;12;59;MEDIUM
SPORT;Ariana;10;2;1;39;MEDIUM
KARAOKE;Sfax;22;3;4;53;MEDIUM
CINEMA;Ben Arous;20;2;4;61;MEDIUM
CEREMONY;Jendouba;15;6;4;116;MEDIUM
CINEMA;Sidi Bouzid;21;0;7;49;MEDIUM
OTHER;Sidi Bouzid;9;5;7;67;MEDIUM
CINEMA;Gabes;21;1;12;47;MEDIUM
KARAOKE;Sfax;22;1;9;29;MEDIUM
CINEMA;Siliana;18;3;11;53;MEDIUM
CEREMONY;Nabeul;15;0;6;115;MEDIUM
SPORT;Sousse;19;3;5;110;MEDIUM
SPORT;Kasserine;10;3;10;62;MEDIUM
KARAOKE;Ben Arous;20;3;3;23;HIGH
OTHER;Zaghouan;20;6;1;86;MEDIUM
SPORT;Sfax;10;6;6;33;HIGH
SPORT;Monastir;18;5;5;113;HIGH
SPORT;Gafsa;17;0;4;32;MEDIUM
SPORT;Manouba;16;6;9;69;HIGH
SPORT;Medenine;18;0;3;62;MEDIUM
KARAOKE;Tozeur;21;5;7;13;HIGH
CINEMA;Zaghouan;17;3;12;62;MEDIUM
CINEMA;Siliana;19;5;2;37;HIGH
SPORT;Ben Arous;18;1;3;76;HIGH
KARAOKE;Gabes;20;6;1;10;HIGH
CINEMA;Sidi Bouzid;17;0;6;29;MEDIUM
KARAOKE;Bizerte;19;2;11;53;MEDIUM
OTHER;Jendouba;16;5;10;53;MEDIUM
SPORT;Sousse;10;0;8;32;HIGH
CEREMONY;Tozeur;10;6;3;148;MEDIUM
OTHER;Sfax;9;2;12;85;LOW
KARAOKE;Tataouine;18;1;11;58;MEDIUM
SPORT;Ariana;8;3;5;106;MEDIUM
OTHER;Bizerte;13;6;12;11;MEDIUM
CINEMA;Tozeur;21;0;1;50;MEDIUM
KARAOKE;Nabeul;18;1;7;12;HIGH
OTHER;Medenine;20;6;5;18;HIGH
SPORT;Sfax;10;5;10;32;HIGH
CINEMA;Tataouine;19;4;10;37;MEDIUM
OTHER;Kairouan;14;6;4;57;MEDIUM
OTHER;Siliana;11;0;6;59;LOW
SPORT;Ariana;8;3;8;92;MEDIUM
OTHER;Tunis;19;0;7;83;MEDIUM
CEREMONY;Sfax;9;0;9;129;MEDIUM
CEREMONY;Monastir;11;0;12;91;MEDIUM
CEREMONY;Mahdia;11;5;11;62;MEDIUM
CINEMA;Gafsa;18;4;5;54;MEDIUM
OTHER;Tozeur;14;6;4;12;MEDIUM
SPORT;Kasserine;16;3;7;117;MEDIUM
CINEMA;Siliana;19;0;4;35;MEDIUM
KARAOKE;Tunis;18;3;4;34;HIGH
KARAOKE;Jendouba;19;3;3;28;MEDIUM
SPORT;Sousse;17;2;3;94;MEDIUM
SPORT;Tataouine;9;5;10;109;MEDIUM
CINEMA;Beja;18;2;6;27;MEDIUM
SPORT;Tunis;18;6;1;93;HIGH
SPORT;Tataouine;16;6;11;25;HIGH
KARAOKE;Beja;18;5;9;45;MEDIUM
CEREMONY;Mahdia;11;1;1;68;MEDIUM
SPORT;Ben Arous;16;3;8;48;HIGH
CINEMA;Medenine;17;2;11;57;MEDIUM
CEREMONY;Siliana;17;4;9;169;LOW
CEREMONY;Siliana;17;4;3;52;MEDIUM
CINEMA;Gabes;21;6;7;54;HIGH
CINEMA;Kasserine;17;1;4;68;MEDIUM
CINEMA;Tunis;18;3;6;60;HIGH
OTHER;Zaghouan;10;2;8;69;LOW
SPORT;Tozeur;17;1;1;76;MEDIUM
SPORT;Ben Arous;19;2;3;48;HIGH
OTHER;Tunis;11;1;7;99;LOW
CINEMA;Manouba;21;5;11;36;HIGH
SPORT;Kairouan;17;6;2;86;HIGH
OTHER;Monastir;20;0;11;56;MEDIUM
OTHER;Manouba;15;0;2;74;LOW
CEREMONY;Bizerte;15;2;6;170;MEDIUM
OTHER;Ben Arous;20;4;6;82;MEDIUM
CEREMONY;Tozeur;14;1;12;54;MEDIUM
CEREMONY;Sfax;15;0;12;42;MEDIUM
KARAOKE;Beja;21;4;12;48;MEDIUM
CINEMA;Ben Arous;21;3;10;34;HIGH
OTHER;Gabes;16;1;9;45;LOW
KARAOKE;Kef;18;5;2;42;MEDIUM
CINEMA;Zaghouan;20;1;1;21;MEDIUM
CINEMA;Sfax;18;4;5;31;HIGH
CINEMA;Nabeul;18;0;5;26;HIGH
KARAOKE;Jendouba;21;2;11;23;MEDIUM
CINEMA;Kebili;21;5;2;23;HIGH
CEREMONY;Kairouan;15;4;12;80;MEDIUM
SPORT;Gafsa;9;5;11;114;MEDIUM
SPORT;Nabeul;8;5;4;26;HIGH
KARAOKE;Tozeur;19;1;3;18;MEDIUM
CEREMONY;Monastir;11;6;3;56;HIGH
CINEMA;Kairouan;18;0;3;79;MEDIUM
SPORT;Sidi Bouzid;10;0;7;52;MEDIUM
CEREMONY;Bizerte;9;5;1;118;MEDIUM
OTHER;Beja;16;3;8;55;LOW
CEREMONY;Gabes;9;4;9;87;LOW
CINEMA;Ben Arous;17;5;3;26;HIGH
CEREMONY;Gafsa;17;5;12;48;HIGH
CEREMONY;Kef;14;6;10;40;HIGH
CINEMA;Gabes;21;1;2;18;MEDIUM
KARAOKE;Beja;22;6;5;14;MEDIUM
OTHER;Kasserine;15;1;3;82;LOW
SPORT;Bizerte;8;3;8;21;MEDIUM
OTHER;Ariana;14;3;9;57;MEDIUM
CEREMONY;Kasserine;14;6;1;128;MEDIUM
CINEMA;Tozeur;20;1;2;80;MEDIUM
CEREMONY;Kairouan;11;0;5;178;LOW
KARAOKE;Jendouba;20;5;1;38;HIGH
CEREMONY;Kasserine;10;5;5;184;LOW
CINEMA;Tozeur;18;4;7;59;MEDIUM
SPORT;Kef;18;4;7;41;MEDIUM
CEREMONY;Bizerte;10;6;3;128;MEDIUM
CINEMA;Sidi Bouzid;17;0;5;33;MEDIUM
KARAOKE;Bizerte;21;5;3;57;HIGH
KARAOKE;Tataouine;22;5;6;27;MEDIUM
CINEMA;Manouba;21;6;9;20;HIGH
OTHER;Kebili;16;4;11;89;LOW
SPORT;Kebili;17;3;3;101;MEDIUM
CINEMA;Kebili;19;6;12;25;HIGH
OTHER;Gabes;19;3;5;38;MEDIUM
CINEMA;Sfax;19;6;4;32;HIGH
KARAOKE;Sousse;19;2;11;13;HIGH
KARAOKE;Sfax;19;1;4;26;HIGH
CINEMA;Ariana;18;0;2;61;MEDIUM
OTHER;Monastir;15;0;6;44;MEDIUM
KARAOKE;Sousse;21;5;10;53;HIGH
KARAOKE;Monastir;20;6;8;35;HIGH
OTHER;Tozeur;20;6;5;91;MEDIUM
KARAOKE;Bizerte;20;1;7;33;HIGH
OTHER;Monastir;13;3;7;86;LOW
OTHER;Kasserine;21;0;7;36;MEDIUM
KARAOKE;Nabeul;18;1;6;28;HIGH
KARAOKE;Tunis;22;5;1;46;MEDIUM
KARAOKE;Medenine;20;4;2;31;MEDIUM
CINEMA;Kasserine;21;1;6;62;MEDIUM
OTHER;Kasserine;15;2;8;33;MEDIUM
SPORT;Beja;8;3;5;37;MEDIUM
CINEMA;Kairouan;21;0;5;38;MEDIUM
CEREMONY;Manouba;17;2;1;200;MEDIUM
KARAOKE;Tataouine;22;4;4;25;LOW
CINEMA;Sidi Bouzid;17;2;6;54;MEDIUM
CINEMA;Tozeur;17;3;10;67;MEDIUM
CINEMA;Gafsa;20;1;2;17;MEDIUM
SPORT;Sfax;18;5;12;35;HIGH
CEREMONY;Mahdia;17;2;3;66;MEDIUM
SPORT;Ben Arous;10;5;9;77;HIGH
SPORT;Sfax;10;2;3;46;MEDIUM
KARAOKE;Gafsa;20;5;3;37;HIGH
OTHER;Sousse;13;2;11;93;LOW
CEREMONY;Ariana;9;3;4;194;LOW
CINEMA;Tataouine;17;5;9;67;MEDIUM
KARAOKE;Kebili;19;1;8;39;MEDIUM
CEREMONY;Nabeul;15;3;7;112;MEDIUM
CEREMONY;Bizerte;10;3;1;58;MEDIUM
KARAOKE;Ariana;18;6;11;54;HIGH
KARAOKE;Nabeul;21;4;2;11;HIGH
KARAOKE;Siliana;22;5;1;12;MEDIUM
SPORT;Nabeul;16;6;11;42;HIGH
CINEMA;Ben Arous;19;1;6;74;HIGH
CINEMA;Manouba;20;0;10;53;MEDIUM
CINEMA;Gabes;17;6;4;65;HIGH
OTHER;Tataouine;20;0;8;31;MEDIUM
SPORT;Bizerte;8;1;7;99;MEDIUM
KARAOKE;Kairouan;19;4;7;21;HIGH
SPORT;Medenine;18;1;10;112;MEDIUM
CEREMONY;Beja;11;1;12;125;LOW
OTHER;Kairouan;19;5;4;40;HIGH
CINEMA;Zaghouan;18;5;12;71;MEDIUM
CINEMA;Tozeur;21;1;9;37;MEDIUM
SPORT;Kef;10;6;8;108;MEDIUM
CINEMA;Kairouan;18;1;4;69;MEDIUM
CEREMONY;Ben Arous;15;2;1;150;MEDIUM
CEREMONY;Ben Arous;9;4;8;41;MEDIUM
OTHER;Zaghouan;15;4;8;25;MEDIUM
OTHER;Zaghouan;12;3;1;22;LOW
SPORT;Monastir;8;1;7;32;HIGH
KARAOKE;Tataouine;22;1;9;53;LOW
OTHER;Tataouine;11;5;2;73;LOW
CEREMONY;Tozeur;17;2;9;96;MEDIUM
CEREMONY;Monastir;10;2;8;97;MEDIUM
CINEMA;Nabeul;18;1;12;34;HIGH
CINEMA;Zaghouan;21;0;11;28;MEDIUM
OTHER;Kef;13;1;6;81;LOW
OTHER;Nabeul;20;6;11;97;MEDIUM
CINEMA;Zaghouan;19;3;1;63;MEDIUM
CINEMA;Medenine;19;1;6;21;HIGH
CEREMONY;Beja;17;5;12;152;MEDIUM
CINEMA;Ben Arous;17;4;1;49;MEDIUM
CEREMONY;Gafsa;17;3;5;56;MEDIUM
CINEMA;Tunis;20;5;6;44;HIGH
OTHER;Kef;21;0;11;81;LOW
KARAOKE;Nabeul;18;5;2;24;HIGH
CEREMONY;Zaghouan;14;5;1;160;MEDIUM
KARAOKE;Gafsa;21;1;10;56;MEDIUM
CEREMONY;Gafsa;11;3;2;110;LOW
KARAOKE;Monastir;18;2;6;26;HIGH
OTHER;Ben Arous;21;1;11;94;MEDIUM
SPORT;Kairouan;8;3;12;54;MEDIUM
SPORT;Ben Arous;17;6;11;63;HIGH
KARAOKE;Sidi Bouzid;20;0;10;52;MEDIUM
SPORT;Gabes;18;3;10;47;HIGH
OTHER;Siliana;16;4;8;55;LOW
CINEMA;Ariana;20;6;1;32;HIGH
SPORT;Jendouba;9;3;3;105;LOW
SPORT;Ben Arous;17;6;11;83;HIGH
SPORT;Nabeul;18;5;2;39;HIGH
KARAOKE;Ben Arous;19;4;4;58;MEDIUM
CEREMONY;Medenine;14;3;9;175;LOW
CEREMONY;Kasserine;9;4;9;151;LOW
CINEMA;Ben Arous;18;3;8;76;HIGH
CINEMA;Ben Arous;21;6;3;31;HIGH
CEREMONY;Tataouine;14;5;1;147;MEDIUM
KARAOKE;Tozeur;22;4;9;49;LOW
CEREMONY;Tataouine;15;3;6;90;MEDIUM
CINEMA;Tataouine;21;5;12;54;MEDIUM
CINEMA;Manouba;21;0;11;63;MEDIUM
KARAOKE;Kef;19;0;9;53;MEDIUM
OTHER;Tataouine;14;1;4;25;LOW
CINEMA;Ariana;18;0;10;23;HIGH
KARAOKE;Tunis;20;3;7;27;HIGH
KARAOKE;Gabes;21;6;5;40;HIGH
SPORT;Tozeur;8;0;3;73;LOW
OTHER;Sousse;15;2;5;79;MEDIUM
CEREMONY;Monastir;14;2;10;144;MEDIUM
OTHER;Sousse;13;0;7;35;MEDIUM
CEREMONY;Kairouan;14;5;1;95;MEDIUM
KARAOKE;Ariana;18;3;4;32;HIGH
KARAOKE;Tozeur;19;3;4;12;MEDIUM
OTHER;Kebili;15;2;10;64;LOW
OTHER;Zaghouan;16;3;2;24;LOW
OTHER;Tataouine;14;1;10;99;LOW
CEREMONY;Beja;11;1;1;124;LOW
OTHER;Sousse;20;0;3;57;MEDIUM
KARAOKE;Manouba;19;4;3;39;MEDIUM
CEREMONY;Gafsa;10;3;5;90;LOW
SPORT;Siliana;17;2;9;99;MEDIUM
OTHER;Gabes;21;2;10;60;MEDIUM
KARAOKE;Kef;21;5;7;25;HIGH
KARAOKE;Siliana;20;6;5;57;MEDIUM
CINEMA;Kef;19;6;2;54;MEDIUM
